category,text
entertainment,cage film s third week at us top nicolas cage movie national treasure has topped the us and canada box office for the third week in a row.  national treasure made $17.1m (£8.8m) in ticket sales from friday to sunday  according to studio estimates  taking its total to $110.2m (£56.7m). comedy christmas with the kranks  starring tim allen and jamie lee curtis  was in second place. the polar express entered in third place while jude law film closer made its debut at number six.  oliver stone s big-budget epic alexander  starring colin farrell  followed last week s disappointing sixth-place opening with a slump to seventh place and takings of $4.7m (£2.4m). critics have savaged the three-hour epic  which reportedly cost $150m (£77m) to make. national treasure  which sees cage s character ben gates chase a hidden fortune  has been made by disney studios. it is cage s fourth collaboration with jerry bruckheimer  who is usually noted for his male-orientated action films.
sport,pountney handed ban and fine northampton coach budge pountney has been fined £2 000 and banned from match-day coaching for six weeks for calling a referee  a disgrace .  pountney was found guilty of bringing the game into disrepute at a rugby football union disciplinary hearing in london on thursday night. pountney criticised referee steve lander s performance in northampton s defeat by saracens on 5 february. the last two weeks of the six-week ban are suspended. pountney pleaded guilty to the offence before a panel consisting of chairman robert horner  nigel gillingham and jeff probyn. the ban means former scotland international pountney cannot enter the playing enclosure  technical areas or go near the touchline  tunnel or players and officials  areas on the day of a game.
entertainment,bafta to hand out movie honours movie stars from across the globe are attending this year s bafta film award ceremony.  british stars imelda staunton and clive owen are hoping for awards at the odeon in london s leicester square. hollywood stars leonardo dicaprio  pierce brosnan  christian slater and richard gere are also in the audience for the biggest night in uk film. hollywood blockbuster the aviator  starring dicaprio  leads the field with 14 nominations  including best movie. it is up against eternal sunshine of the spotless mind  finding neverland  the motorcycle diaries and british film vera drake  which has 11 nominations.  staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. she arrived at the ceremony wearing a green silk and chiffon low cut evening dress decorated with beads.  it s lovely to be here at home  to be on british soil. it s very nice indeed   she told reporters.  asked whether she was nervous about her best actress nomination she said:  it s out of my hands  there s nothing i can do. i m here with a lot of mates and we re going to have a very nice evening.  other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland. dicaprio faces competition from bernal  jamie foxx  jim carrey and johnny depp in the best actor category. the crowed screamed when he arrived on the red carpet. it s unlike anything i ve ever encountered. it s very intense and very loud   he told the bbc.   it s the first time i ve come to the baftas because it s the first time i ve been nominated...i ve appreciated british cinema for a long time and to be recognised like this is a special honour.  gere  who is presenting the best film award  said:  it s a big party  i had no idea it was going to be this big. it s crazy  i think it s bigger than the academy awards.   british actor owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer. he raised one of the biggest cheers of the night when he walked down the red carpet.  i was always a huge fan of closer as a play  so when i got the call to appear in the film  it was a huge thrill for me   he said.  the whole experience has been a treat and i m very fortunate to have been given the role.  his co-star natalie portman is up against blanchett  heather craney  julie cristie and meryl streep in the best supporting actress category. mike leigh is up for the best director award for vera drake  alongside martin scorsese for the aviator  michael mann for collateral  michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland.  the orange british academy film awards will be shown on bbc one at 2010 gmt.
sport,ireland surge past scots ireland maintained their six nations grand slam ambitions with an impressive victory over scotland at murrayfield.  hugo southwell s try gave the scots an early 8-0 lead but scores from locks malcolm o kelly and paul o connell put the visitors in command by half-time. a third try from wing denis hickie and third penalty from ronan o gara  who kicked 13 points  extended the lead. jon petrie scored a second try for scotland but late scores from john hayes and gavin duffy sealed victory. after two hard-earned away victories  eddie o sullivan  side can now look forward to welcoming england to lansdowne road in a fortnight. scotland will try to give their coach matt williams a first six nations victory when italy come to edinburgh  but they again struggled to turn pressure into points. the home side started with tremendous intensity and dominated territory and possession in the opening 10 minutes. a powerful charge from flanker jason white was carried on by ali hogg and when ireland conceded a penalty close to their own line  scotland kicked it to touch. the irish defence foiled the home side on that occasion  but a stray hand in a ruck allowed paterson to stroke over a penalty in the eighth minute.  if that was a paltry reward for their early pressure  scotland got the try they deserved when paterson s searing break and andy craig s pass sent southwell streaking to the right corner. paterson was off target with the conversion and fly-half dan parks then missed a presentable drop-goal attempt. ireland got themselves on the scoreboard with an o gara penalty and by the 24th minute the visitors were ahead. stuart grimes pulled down o kelly at a line-out  ireland kicked the penalty to touch and from the set-piece  the big lock was driven over by the rest of his pack.  o gara added the conversion and a further penalty  after shane horgan almost grabbed a second try from o gara s chip to the corner  only for the ball to spill from his hand. but ireland still delivered a hammer blow to scotland s hopes just before the interval. o connell - skipper in the absence of brian o driscoll - powered through parks  weak tackle after a free-kick from a scrummage to burrow over.  scotland suffered a further blow on the resumption when ireland flanker johnny o connor won another vital turnover  and o gara s basketball pass sent hickie over in the left corner. o gara converted and then thumped over a 40m penalty to give the visitors a commanding 28-8 advantage. scotland looked bereft of ideas but a half-break from paterson sparked them back to life just before the hour. stuart grimes won a line-out and a well-worked move saw petrie scuttle round the side of the ruck to dive over in the left corner. but it proved a false dawn  and ireland reasserted their authority in the final 10 minutes. peter stringer and o kelly combined to put giant prop hayes over in the right corner before replacement gavin duffy scorched away on the left  david humphreys adding the final flourish with a touchline conversion.  : c paterson; s danielli  a craig  h southwell  s lamont; d parks  c cusiter; t smith  g bulloch (capt)  g kerr; s grimes  s murray; j white  a hogg  j petrie.  r russell  b douglas  n hines  j dunbar  m blair  g ross  b hinshelwood.  g murphy; g dempsey  s horgan  k maggs  d hickie  r o gara  p stringer; r corrigan  s byrne  j hayes  m o kelly  p o connell  s easterby  j o connor  a foley.  f sheahan  m horan  d o callaghan  e miller  g easterby  d humphreys  g duffy.  joel jutge (france)
entertainment,stars pay tribute to actor davis hollywood stars including spike lee  burt reynolds and oscar nominee alan alda have paid tribute to actor ossie davis at a funeral in new york.  veteran star ossie davis  a well-known civil rights activist  died in miami at the age of 87 on 4 february 2005. friends and family  including actress ruby dee his wife of 56 years  gathered at the riverside church on saturday. also present at the service was former us president bill clinton and singer harry belafonte  who gave the eulogy.  he would have been a very good president of the united states   said mr clinton.  like most of you here  he gave more to me than i gave to him.   the 87-year-old was found dead last weekend in his hotel room in florida  where he was making a film. police said that he appeared to have died of natural causes. davis made his acting debut in 1950 in no way out starring sidney poiter. he frequently collaborated with director spike lee  starring in seven lee films including jungle fever  do the right thing and malcolm x. attallah shabazz  the daughter of activist malcolm x  recalled the famous eulogy delivered by davis at her father s funeral.  harlem has come to bid farewell to one of its finest hopes   she said  quoting the man she knew as uncle ossie.  ditto.   ossie was my hero  and he still is   said aviator star alan alda  a family friend for over forty years.  ossie was a thing of beauty.    i want so badly someday to have his dignity - a little of it anyway   added burt reynolds  davis s co-star in the 90s tv comedy evening shade. before the midday funeral  scores of harlem residents formed a queue outside the church to pay their respects to davis.  it is hard to fathom that we will no longer be able to call on his wisdom  his humour  his loyalty and his moral strength to guide us in the choices that are yet to be made and the battles that are yet to be fought   said belafonte  himself an ardent civil rights activist who had been friends with davis for over 60 years.  but how fortunate we were to have him as long as we did.
politics,fox attacks blair s tory  lies  tony blair lied when he took the uk to war so has no qualms about lying in the election campaign  say the tories.  tory co-chairman liam fox was speaking after mr blair told labour members the tories offered a  hard right agenda . dr fox told bbc radio:  if you are willing to lie about the reasons for going to war  i guess you are going to lie about anything at all.  he would not discuss reports the party repaid £500 000 to lord ashcroft after he predicted an election defeat.  the prime minister ratcheted up labour s pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party s spring conference. he insisted he did not know the poll date  but it is widely expected to be 5 may.  in what was seen as a highly personal speech in gateshead on sunday  mr blair said:  i have the same passion and hunger as when i first walked through the door of 10 downing street.  he described his relationship with the public as starting euphoric  then struggling to live up to the expectations  and reaching the point of raised voices and  throwing crockery . he warned his supporters against complacency  saying:  it s a fight for the future of our country  it s a fight that for britain and the people of britain we have to win.   mr blair said that whether the public chose michael howard or mr kennedy  it would result in  a tory government not a labour government and a country that goes back and does not move forward . dr fox accused mr blair and other cabinet ministers of telling lies about their opponents  policies and then attacking the lies.  what we learned at the weekend is what labour tactics are going to be and it s going to be fear and smear   he told bbc news. the tory co-chairman attacked labour s six new pledges as  vacuous  and said mr blair was very worried voters would take revenge for his failure to deliver. dr fox refused to discuss weekend newspaper reports that the party had repaid £500 000 to former tory treasurer lord ashcroft after he said the party could not win the election.  we repay loans when they are due but do not comment to individual financial matters   he said  insisting he enjoyed a  warm and constructive  relationship to lord ashcroft.  meanwhile lib dem leader charles kennedy is expected to attack mr blair s words as he begins a nationwide tour on monday. mr kennedy is accelerating lib dem election preparations this week as he visits manchester  liverpool  leicester  somerset  basingstoke  shrewsbury  dorset and torbay. he said:  this is three-party politics. in the northern cities  the contest is between labour and the liberal democrats.  in southern and rural seats - especially in the south west - the principal contenders are the liberal democrats and the conservatives  who are out of the running in scotland and wales.  the lib dems accuse mr blair of making a  touchy-feely  speech to labour delegates which will not help him regain public trust.
business,quiksilver moves for rossignol shares of skis rossignol  the world s largest ski-maker  have jumped as much as 15% on speculation that it will be bought by us surfwear firm quiksilver.  the owners of rossignol  the boix-vives family  are said to be considering an offer from quiksilver. analysts believe other sporting goods companies may now take a closer look at rossignol  prompting an auction and pushing the sale price higher. nike and k2 have previously been mentioned as possible suitors.  rossignol shares touched 17.70 euros  before falling back to trade 7.8% higher at 16.60 euros. european sporting goods companies have seen foreign revenues squeezed by a slump in the value of the us dollar  making a takeover more attractive  analysts said. companies such as quiksilver would be able to cut costs by selling rossignol skis through their shops  they added. the boix-vives family is thought to have spent the past couple of years sounding out possible suitors for rossignol  which also makes golf equipment  snowboards and sports clothing.
sport,dallaglio eyeing lions tour place former england captain lawrence dallaglio still harbours hopes of a place on the british and irish lions tour to new zealand.  lions coach sir clive woodward has made it clear he will pick his squad to tour next summer based on form shown in the six nations championship. but dallaglio  who called time on england earlier this year  said:  i assure you i wouldn t let anyone down.  i know what it takes and what i have to offer   he told the daily telegraph. dallaglio toured south africa with the lions in 1997 but was forced home early with a knee injury from the trip to australia three years ago.  the 32-year-old also felt concentrating on club rugby could have prolonged his international shelf-life. he said:  i ll be in good shape and fresh without another 10 tests on the clock.  from what i witnessed at close quarters on sunday in our heineken cup match against leicester  i certainly didn t feel out of place alongside those players  many of whom will be on the trip.   if i m fit and playing well  then i m most certainly available.  if clive feels he has no need to look outside the international crop  then fine. if he does  then he won t need to look too far  will he
business,india s rupee hits five-year high india s rupee has hit a five-year high after standard & poor s (s&p) raised the country s foreign currency rating.  the rupee climbed to 43.305 per us dollar on thursday  up from a close of 43.41. the currency has gained almost 1% in the past three sessions. s&p  which rates borrowers  creditworthiness  lifted india s rating by one notch to  bb+ . with indian assets now seen as less of a gamble  more cash is expected to flow into its markets  buoying the rupee.   the upgrade is positive and basically people will use it as an excuse to come back to india   said bhanu baweja  a strategist at ubs.  money has moved out from india in the first two or three weeks of january into other markets like korea and thailand and this upgrade should lead to a reversal.  india s foreign currency rating is now one notch below investment grade  which starts at  bbb- . the increase has put it on the same level as romania  egypt and el salvador  and one level below russia.
sport,faultless federer has no equal roger federer - nice bloke  fantastic tennis player - the ultimate sportsman.  when lleyton hewitt shook his hand after getting another thrashing  a third in as many months  the australian said;  you re the best.  how right he is. the stats speak for themselves: 11 titles from 11 finals during 2004 - three of them grand slams - and 13 final victories in a row going back to vienna 2003. that s an open-era record. hewitt  at times in houston  showed form which easily matched his grand slam-winning efforts of 2001 and 2002. but he was outplayed. twice. hewitt  along with andy roddick and marat safin  is sure to be prominent during 2005. but realistically  all three will be fighting for the world number two ranking. according to all those players and even federer himself  the swiss star is in a different league.   right now i feel that a little bit   he told bbc sport.  i ve dominated all the top ten players. they say nice things about me because i have beaten them all. i am dominating the game right now and i hope it continues!  the number one player in the world is also the main man for promoting the sport off court. he has just been voted  by the international tennis writers  as the best  ambassador for tennis  on the atp tour. he has time for everyone. every match  from first round to final  is followed by a series of press interviews in three languages; english  french and swiss-german. after a major win  there are extra requests  obligations and interviews  all seen through to the end with courtesy and  most importantly  good humour.  you guys are funny  i have a good time with you guys   he said  genuinely happy to talk into yet another tape recorder.  i see you pretty much every day on the tour so to give away an hour for interviews is really no problem for me.  if i can promote tennis and the sport then that is good for me. people say thanks back and that is nice.  what a refreshing attitude from someone who could easily dominate the sports pages for a decade. it sums up his modest personality. shortly after collecting a waterford crystal trophy  a mercedes convertible and a tasty cheque for $1.5m  federer addressed the houston crowd and concluded by saying  thanks for having me . now he just needs to find a way of winning the french open  the one grand slam to so far elude him.
sport,young debut cut short by ginepri fifteen-year-old donald young s first appearance in an atp tennis tournament proved brief as the teenager went out in round one of the san jose open.  young shot to the top of the junior world rankings when he won the boys  singles at january s australian open. but the wildcard entry was dispatched by fellow american robby ginepri in straight sets  6-2 6-2  in california. despite that he was happy with his tour debut.  it was fun. i had my chances  but they didn t come through   he said. young  who beat two players ranked in the top 200 when he was just 14  was only 2-1 down in the first set before losing 10 of the next 13 games. and ginepri - six years older than the youngest player to ever win a junior slam and top the global standings - admitted he was impressed.   he s very talented   said ginepri.  he s got a long future ahead of him.  being left-handed  he was very quick around the court.  his serve is a little deceptive. he came into the net and volleyed better than i thought.  earlier  south korean hyung-taik lee defeated american jan-michael gambill 6-3 7-6 (7-4). american kevin kim defeated jan hernych of the czech republic 7-5 6-3  canadian qualifier frank dancevic downed american jeff morrison 4-6 7-6 (7-3) 6-0  and denmark s kenneth carlsen beat irakli labadze of the republic of georgia 6-7 (4-7) 6-2 6-3. top seed andy roddick launches his defence of the title on wednesday against qualifier paul goldstein. second seed andre agassi opens his campaign on tuesday against wildcard bobby reynolds  last year s us collegiate champion. agassi has won the san jose five times  but his run of three straight titles ended last year when he fell to mardy fish in the semi-finals. fish went on to lose to roddick in the final.
entertainment,top gig award for scissor sisters new york band scissor sisters have won a gig of the year award for their performance at this year s v festival.  the award was voted for by listeners of virgin radio  which compiled a top 10 which was mostly dominated by newcomers on the music scene this year. the quirky disco-rock band beat the red hot chili peppers who came second for their hyde park performance in june. virgin radio dj pete mitchell said:  this year has seen an amazing array of talent come into the mainstream.  he added:  the scissor sisters are one of the most original  eccentric bands to come through and it s no surprise the british public are lapping up their performances.  newcomers keane came in third place for their august gig at the v festival  followed by maroon 5 and snow patrol.  music veterans the who and david bowie  both earned places on the list  at number eight and 10 respectively. at number seven was oxfam s make fair trade gig at london s hammersmith apollo in october  which featured performances by rem  razorlight and coldplay s chris martin. glasgow s franz ferdinand earned a place at number nine for their home-town performance in april. the annual survey was voted for by nearly 4 000 listeners.
sport,ruddock backs yapp s credentials wales coach mike ruddock says john yapp has what it takes as an international.  the 21-year-old blues prop is the only uncapped player in wales  six nations squad  gaining a chance in the absence of ospreys loose-head duncan jones.  john is a young man with a big future. he has been playing with the blues for two years and has racked up mileage on his playing clock   said ruddock.  he has international size  is a big  physical lad and a good ball-carrier with a high tackle-count.  ruddock s assessment was backed up by yapp s coach at the blues  former wales and lions prop dai young.   john s been on an upward curve all season and is going from strength to strength   young told bbc sport wales.  his ball carrying gives us good go-forward  he impresses in defence and his work-rate is excellent.  he s working hard on his scrummaging technique  which he is keen to improve to become a destroyer on the loose-head.  to be fair to him he s not quite there with the scrummaging yet  but nobody can fault his effort  commitment and attitude.  john s a very strong man and is eager for the challenge  if he s pitched in he won t let anyone down.  he s developing quickly  but i hope he isn t pushed too quickly in a way that would hurt his development.   ruddock hopes that the selection of yapp and dragons lock ian gough - out of the international reckoning since falling out with former coach steve hansen - will send a message to other players in wales.  john and ian have been rewarded for impressing during the heineken cup competition   said ruddock.  both of them have played well  and we want to send a message out that consistently playing well gets you in the squad.  we believe this is an exciting squad representing traditional values of welsh rugby  and based on the performances in the november internationals.  we have strength and experience up front  and well-recognised talent  pace and skill behind.  the management team just want to get hold of the players and get out on the training pitch at the moment.  they are all due in on sunday  and that s when the hard work starts.
politics,iraq advice claim sparks new row the tories say ministers must respond in parliament to claims that the legal advice used to justify the iraq war was drawn up at number 10.  downing street has denied the claims  made in a new book about the attorney general lord goldsmith s advice. lord goldsmith also denied them  saying he was not  leaned on  in any way. but the conservatives and liberal democrats say they want the publication of the full legal advice given by the attorney general.  the government has consistently refused to publish lord goldsmith s advice on the legality of the war - saying such papers have always been kept confidential.  but a short statement about lord goldsmith s position was presented in a written parliamentary answer on 17 march 2003 - just before a crucial commons vote on the military action. it said it was  plain  iraq continued to be in material breach of un resolution 1441. in his new book  lawless world  philippe sands  a qc and international law professor  suggests the parliamentary answer was written in downing street. according to mr sands  lord goldsmith had warned tony blair in a document on 7 march 2003 that the use of force against iraq could be illegal and that it would have been safer to seek a second un resolution sanctioning military action.  mr sands told newsnight the government had prepared a legal team to be able to defend its case  in case legal action was taken against the uk over the war. on 10 march  military chiefs reportedly asked for an unequivocal statement about the legality of the war to make sure troops could be defended in a court of law. the book  being serialised in the guardian newspaper  says on 13 march lord goldsmith met then home office minister lord falconer and downing street adviser baroness morgan.  after that downing street proceeded to set out his [lord goldsmith s] view in a parliamentary answer which was then published on 17 march   said mr sands.  tory leader michael howard reiterated calls for the publication of the full legal advice given by the attorney general  warning:  this issue will not go away.   these revelations throw an intensive spotlight on to the cavalier way in which this government operates - even on an issue as important as peace and war.  the government needs to act to restore public confidence and trust.  liberal democrat foreign affairs spokesman menzies campbell repeated his party s calls for lord goldsmith s first piece of legal advice to be made public.  the public interest  which the government claims justifies non-publication of the whole of the advice  can only be served now by the fullest disclosure.   in a statement to newsnight  lord goldsmith said:  in my parliamentary answer on march 17 2003  i explained my genuinely held independent view  that military action was lawful under the existing security council resolutions.  it was certainly not a view that i expressed as a result of being leaned on in any way  nor as i have already made clear  was it written by or at number 10.  the prime minister s official spokesman also rejected the claims  saying:  the attorney general made it clear the words and the judgement were his.  but ex-foreign secretary robin cook says all the advice should now be published. he said the claims suggested parliament had only received a pr&#233;cis of lord goldsmith s second opinion - and that it was actually drafted in no 10. this would be wrong even if lord goldsmith had signed the statement  mr cook said  because the attorney general s advice should be an  independent legal opinion   not subject to  political negotiation of this kind .
politics,mps issued with blackberry threat mps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruled.  the £200 handheld computers can be used as a phone  pager or to send e-mails. the devices gained new prominence this week after alastair campbell used his to accidentally send an expletive-laden message to a newsnight journalist. mr martin revealed some mps had been using their blackberries during debates and he also cautioned members against using hidden earpieces.  the use of electronic devices in the commons chamber has long been frowned on. the sound of a mobile phone or a pager can result in a strong rebuke from either the speaker or his deputies. the speaker chairs debates in the commons and is charged with ensuring order in the chamber and enforcing rules and conventions of the house. he or she is always an mp chosen by colleagues who  once nominated  gives up all party political allegiances.
business,lacroix label bought by us firm luxury goods group lvmh has sold its loss-making christian lacroix clothing label to a us investment group.  the paris-based firm has been shedding non-core businesses and focusing on its most profitable brands including moet & chandon champagne and louis vuitton. lvmh said the french designer s haute couture and ready-to-wear labels had been purchased by the falic group for an unspecified sum. the falic group bought two cosmetics labels from lvmh in 2003. the sale of the lacroix label comes as many fashion houses are struggling to make money from their expensive haute couture ranges. the florida-based falic group  which also runs a chain of 90 duty free stores in the us  said it planned to expand the brand by opening new stores. mr lacroix said he planned to stay at the label he founded in 1987 although exact details are still to be confirmed.
entertainment,incredibles win animation awards the incredibles movie has beaten shrek 2 to the main prizes at hollywood s animation awards  the annies.  the superhero film was named best animated feature while brad bird won best director  writer and voice actor for his role as designer edna mode. the incredibles won a total of 10 awards - but shrek 2  which had seven nominations  went home empty-handed. the two movies will compete with shark tale in the best animated film category of the oscars at the end of february.  the incredibles  awards came despite shrek 2 s greater box office success. shrek 2 took $881m (£468m) around the world  compared with $576m (£306m) for the incredibles. spongebob squarepants was named best animated tv show while tv comedy king of the hill picked up two prizes including one for actress brittany murphy s voice work. tom kenny  who provides the voice for spongebob squarepants  hosted sunday s ceremony at the alex theater  los angeles. the awards are handed out by the international animated film society. finding nemo won nine annies last year.
tech,speech takes on search engines a scottish firm is looking to attract web surfers with a search engine that reads out results.  called speegle  it has the look and feel of a normal search engine  with the added feature of being able to read out the results. scottish speech technology firm cec systems launched the site in november. but experts have questioned whether talking search engines are of any real benefit to people with visual impairments.  the edinburgh-based firm cec has married speech technology with ever-popular internet search. the ability to search is becoming increasingly crucial to surfers baffled by the huge amount of information available on the web.  according to search engine ask jeeves  around 80% of surfers visit search engines as their first port of call on the net. people visiting speegle can select one of three voices to read the results of a query or summarise news stories from sources such as the bbc and reuters.  it is still a bit robotic and can make a few mistakes but we are never going to have completely natural sounding voices and it is not bad   said speegle founder gordon renton.  the system is ideal for people with blurred vision or for those that just want to search for something in the background while they do something else.  we are not saying that it will be suitable for totally blind people  although the royal national institute of the blind (rnib) is looking at the technology   he added. but julie howell  digital policy manager at the rnib  expressed doubts over whether speegle and similar sites added anything to blind people s experience of the web.  there are a whole lot of options like this springing up on the web and one has to think carefully about what the market is going to be   she said.  blind people have specialised screen readers available to them which will do the job these technologies do in a more sophisticated way   she added.  the site uses a technology dubbed panavox  which takes web text and converts it into synthesised speech. in the past speech technology has only been compatible with broadband because of the huge files it downloads but cec says its compression technology means it will also work on slower dial-up connections. visitors to speegle may notice that the look and feel of the site bears more than a passing resemblance to the better known  if silent  search engine google. google has no connection with speegle and the use of bright colours is simply to make the site more visible for those with visual impairments  said mr renton.  it is not a rip-off. we are doing something that google does not do and is not planning to do and there is truth in the saying that imitation is the sincerest form of flattery   he said. speegle is proving popular with those learning english in countries such as japan and china.  the site is bombarded by people just listening to the words. the repetition could be useful although they may all end up talking like robots   said mr renton.
business,two nigerian banks set to merge nigerian banks united bank of africa and standard trust bank have agreed plans to merge and create the biggest bank in west africa.  the deal is also in line with a 2004 directive from the nigerian central bank that called for more consolidation in the nation s crowded banking sector. the merger was announced in a statement on standard trust s website on tuesday  but no financial details were revealed. united bank is the third biggest in nigeria in terms of number of branches. standard trust is smaller but more profitable.  the boards of united bank and standard trust  at separate meetings yesterday  approved arrangements to merge both institutions   standard trust said. standard trust is 100% nigerian-owned  but united bank has some foreign investors  including new york-based global depository receipts (32.8%)  and banca nazionale del lavoro and monte del paschi di siena  both from italy  who each have a 2.4% stake.
sport,white prepared for battle tough-scrummaging prop julian white is expecting a resurgent wales to give him a rough ride in england s six nations opener in cardiff on saturday.  the leicester tight-head is in the form of his life  making the england number three shirt his own. but he knows wales will put his technique under immense scrutiny.  the welsh scrum is a force to be reckoned with   he told bbc sport.  they have made a lot of changes for the better over the last few years.  white is also impressed with the welsh pack s strength in depth.  gethin jenkins is starting at loose-head for them. he has played a bit at tight-head but i think his favoured position is loose-head and he is very good   he added. the 31-year-old has made a massive contribution to the england and leicester cause of late and is arguably the form tight-head prop in the world.  he destroyed south africa s os du randt in the scrum at twickenham last autumn to give england the platform for an impressive 32-16 victory. leicester  who signed white from bristol when the west country side were relegated from the zurich premiership in the summer of 2003  have also been aided by white s presence this season. the tigers are sitting pretty at the top of the premiership table and have also booked their place in the last eight of the heineken cup.  i am pleased with my form   he said.  but my form is helped by the people i play with at leicester - people like martin johnson and graham rowntree.  it s been a good season so far and to be in the starting xv for the first game of the six nations is what every player wants.  i am delighted with the way things have gone but we have to get it right this weekend.  white is now one of the more experienced members of the england squad which takes to the field on saturday. injuries have taken their toll and coach andy robinson has been deprived of richard hill  jonny wilkinson  martin corry  mike tindall  will greenwood and stuart abbott.  and with 27 caps and a world cup winner s medal to his name  white is now in a position to offer his experience to youngsters such as centres matthew tait and jamie noon.  i don t know how much experience a tight-head can give a centre but you are there to give them a pat on the back if things go wrong or to be there if they want to talk in any way   he added.  when i first came into the squad  people like jason leonard and martin johnson were the first to come over and talk through things and help out.   it gives you a lot of confidence when people like that speak to you.  i was in awe of a lot of them so to sit down and speak with them and realise you are on the same wavelength is good.  white missed the vast majority of last year s six nations because of a knee injury and is raring for the 2005 event to get going. and that is despite the opening game taking place amid the red-hot atmosphere in cardiff.  i enjoy the atmosphere. the millennium stadium is probably one of the best stadiums in the world   he said.  to go down there and hear the shouting and the singing - it s one of my favourite places to play.  this is probably the most even six nations for a long time. england  ireland  france and wales are all contenders.  on form  ireland should be favourites but you just don t know - that s the great thing about this tournament.
business,takeover offer for sunderland fc bob murray  chairman of sunderland fc  has launched a £1.5m ($2.8m) bid for the club after buying broadcaster bskyb s stake in the business.  mr murray is already sunderland s leading shareholder  holding a 37.6% stake  and now hopes to take full control of the championship side. mr murray said the club would find it easier to attract more investment by having a single majority owner. sunderland delisted its shares from the stock market in august.  a lifetime sunderland supporter and board director since 1984  mr murray agreed to buy bskyb s 4.76% holding in the wearside club on tuesday - taking his stake to 42.3%. under stock market rules  mr murray is required to make an offer for the remaining shares that he does not already own at the same price paid for the bskyb holding of 31p a share.  should the offer be fully accepted  mr murray said he expected to pay a maximum of £1.53m for the remaining shares. he also stressed that fans who wanted to keep in touch with the club s financial affairs could retain a small number of shares  enabling them to attend annual meetings.  the football sector is experiencing significant changes and uncertainty   mr murray said in a statement.  the recent speculation surrounding malcolm glazer and manchester united has shown the unsettling effect possible where there are a number of disparate interests   he added.  i believe that this offer will strengthen the company and remove the potential for that type of uncertainty.   sunderland were relegated from the premiership in 2003 but are currently pushing for promotion. the club managed to reduce its losses last year from £20.6m to £1.2m after selling a host of leading players. however  the club s turnover dropped sharply from £42.5m to £28.5m over the same period  because of a fall in broadcast revenues. bskyb bought its stake in sunderland in 1999 as part of a five year media partnership deal. the deal expired last month.
entertainment,uk debut for kevin spacey movie hollywood stars kevin spacey and kate bosworth attended the british premiere of new film  beyond the sea  in london s leicester square on thursday.  spacey  45  wrote  directed and starred in the film  inspired by the life of 1950s croooner bobby darin.  this is my tribute to someone i think was a remarkable talent   said spacey  who  as darin  sings all 18 songs on the film soundtrack. bosworth  21  plays darin s wife - real life hollywood actress sandra dee.  i knew absolutely nothing about bobby darin before this film  but now i m a huge fan   said bosworth  who attended the premiere with british boyfriend orlando bloom.   there is darkness and tragedy in the story  and it was a dream for me to land this part.  actress sandra dee continues to live in los angeles as a virtual recluse  but has given her approval to the biopic.   she called me last week and said she loved it   said spacey  who was joined at the premiere by members of the boy band westlife. spacey  a double oscar-winner  has long been fascinated by the story of singer bobby darin. the voice behind mack the knife  dream lover and beyond the sea  fought childhood illness to become one the biggest stars of the 1950s  but died aged 37 from the heart condition that had troubled him all his life.  bobby darin was one of the greatest entertainers the world has ever known  and yet  because he died young  he s been kind of forgotten   said spacey at the premiere.  making this film was the most fun i ve ever had in my entire life.  the movie also stars british actors bob hoskins and brenda blethyn  as darin s mother.
